# wave       flux     unc      tunc
  7.15750    27.34     0.53     0.53
  7.15800    27.31     0.53     0.53
  7.15850    27.26     0.53     0.53
  7.15900    27.21     0.53     0.53
  7.15950    27.14     0.53     0.53
  7.16000    27.09     0.53     0.53
  7.16050    27.05     0.53     0.53
  7.16100    27.01     0.53     0.53
  7.16150    26.97     0.53     0.53
  7.16200    26.97     0.53     0.53
  7.16250    26.97     0.53     0.53
  7.16300    26.99     0.53     0.53
  7.16350    27.01     0.53     0.53
  7.16400    27.05     0.53     0.53
  7.16450    27.09     0.53     0.53
  7.16500    27.12     0.53     0.53
  7.16550    27.15     0.53     0.53
  7.16600    27.18     0.53     0.53
  7.16650    27.20     0.53     0.53
  7.16700    27.21     0.53     0.53
  7.16750    27.21     0.53     0.53
  7.16800    27.20     0.53     0.53
  7.16850    27.18     0.53     0.53
  7.16900    27.14     0.53     0.53
  7.16950    27.11     0.53     0.53
  7.17000    27.07     0.53     0.53
  7.17050    27.02     0.53     0.53
  7.17100    26.99     0.53     0.53
  7.17150    26.96     0.53     0.53
  7.17200    26.94     0.53     0.53
  7.17250    26.93     0.53     0.53
  7.17300    26.94     0.53     0.53
  7.17350    26.96     0.53     0.53
  7.17400    26.98     0.53     0.53
  7.17450    27.01     0.53     0.53
  7.17500    27.05     0.53     0.53
  7.17550    27.09     0.53     0.53
  7.17600    27.12     0.53     0.53
  7.17650    27.15     0.53     0.53
  7.17700    27.16     0.53     0.53
  7.17750    27.16     0.53     0.53
  7.17800    27.17     0.53     0.53
  7.17850    27.14     0.53     0.53
  7.17900    27.12     0.53     0.53
  7.17950    27.10     0.53     0.53
  7.18000    27.08     0.53     0.53
  7.18050    27.05     0.53     0.53
  7.18100    27.04     0.53     0.53
  7.18150    27.04     0.53     0.53
  7.18200    27.03     0.53     0.53
  7.18250    27.05     0.53     0.53
  7.18300    27.06     0.53     0.53
  7.18350    27.08     0.53     0.53
  7.18400    27.12     0.53     0.53
  7.18450    27.15     0.55     0.55
  7.18500    27.19     0.55     0.55
  7.18550    27.23     0.55     0.55
  7.18600    27.27     0.55     0.55
  7.18650    27.30     0.55     0.55
  7.18700    27.34     0.55     0.55
  7.18750    27.37     0.55     0.55
  7.18800    27.40     0.55     0.55
  7.18850    27.42     0.55     0.55
  7.18900    27.45     0.55     0.55
  7.18950    27.47     0.55     0.55
  7.19000    27.50     0.55     0.55
  7.19050    27.54     0.55     0.55
  7.19100    27.57     0.55     0.55
  7.19150    27.62     0.55     0.55
  7.19200    27.68     0.55     0.55
  7.19250    27.74     0.55     0.55
  7.19300    27.80     0.55     0.55
  7.19350    27.87     0.55     0.55
  7.19400    27.93     0.55     0.55
  7.19450    27.98     0.55     0.55
  7.19500    28.02     0.55     0.55
  7.19550    28.05     0.55     0.55
  7.19600    28.07     0.55     0.55
  7.19650    28.08     0.55     0.55
  7.19700    28.07     0.55     0.55
  7.19750    28.06     0.55     0.55
  7.19800    28.05     0.55     0.55
  7.19850    28.03     0.55     0.55
  7.19900    27.99     0.55     0.55
  7.19950    27.97     0.55     0.55
  7.20000    27.94     0.55     0.55
  7.20050    27.90     0.55     0.55
  7.20100    27.85     0.55     0.55
  7.20150    27.81     0.55     0.55
  7.20200    27.78     0.55     0.55
  7.20250    27.75     0.55     0.55
  7.20300    27.75     0.55     0.55
  7.20350    27.75     0.55     0.55
  7.20400    27.77     0.57     0.57
  7.20450    27.80     0.57     0.57
  7.20500    27.86     0.57     0.57
  7.20550    27.92     0.57     0.57
  7.20600    27.98     0.57     0.57
  7.20650    28.07     0.57     0.57
  7.20700    28.15     0.57     0.57
  7.20750    28.22     0.57     0.57
  7.20800    28.29     0.57     0.57
  7.20850    28.35     0.57     0.57
  7.20900    28.40     0.57     0.57
  7.20950    28.46     0.57     0.57
  7.21000    28.49     0.57     0.57
  7.21050    28.54     0.57     0.57
  7.21100    28.57     0.57     0.57
  7.21150    28.62     0.57     0.57
  7.21200    28.68     0.57     0.57
  7.21250    28.74     0.57     0.57
  7.21300    28.80     0.57     0.57
  7.21350    28.88     0.57     0.57
  7.21400    28.96     0.57     0.57
  7.21450    29.07     0.57     0.57
  7.21500    29.16     0.57     0.57
  7.21550    29.24     0.57     0.57
  7.21600    29.33     0.57     0.57
  7.21650    29.42     0.57     0.57
  7.21700    29.48     0.57     0.57
  7.21750    29.54     0.57     0.57
  7.21800    29.59     0.57     0.57
  7.21850    29.62     0.57     0.57
  7.21900    29.66     0.58     0.58
  7.21950    29.69     0.58     0.58
  7.22000    29.71     0.58     0.58
  7.22050    29.74     0.58     0.58
  7.22100    29.77     0.58     0.58
  7.22150    29.81     0.58     0.58
  7.22200    29.85     0.58     0.58
  7.22250    29.92     0.58     0.58
  7.22300    29.96     0.58     0.58
  7.22350    30.02     0.58     0.58
  7.22400    30.07     0.58     0.58
  7.22450    30.10     0.58     0.58
  7.22500    30.14     0.58     0.58
  7.22550    30.17     0.58     0.58
  7.22600    30.19     0.58     0.58
  7.22650    30.20     0.58     0.58
  7.22700    30.19     0.58     0.58
  7.22750    30.19     0.58     0.58
  7.22800    30.18     0.58     0.58
  7.22850    30.18     0.58     0.58
  7.22900    30.18     0.58     0.58
  7.22950    30.20     0.58     0.58
  7.23000    30.23     0.58     0.58
  7.23050    30.28     0.58     0.58
  7.23100    30.36     0.58     0.58
  7.23150    30.45     0.60     0.60
  7.23200    30.53     0.60     0.60
  7.23250    30.65     0.60     0.60
  7.23300    30.78     0.60     0.60
  7.23350    30.90     0.60     0.60
  7.23400    31.00     0.60     0.60
  7.23450    31.11     0.60     0.60
  7.23500    31.20     0.60     0.60
  7.23550    31.26     0.60     0.60
  7.23600    31.32     0.60     0.60
  7.23650    31.35     0.60     0.60
  7.23700    31.37     0.60     0.60
  7.23750    31.38     0.60     0.60
  7.23800    31.37     0.60     0.60
  7.23850    31.35     0.60     0.60
  7.23900    31.34     0.60     0.60
  7.23950    31.32     0.60     0.60
  7.24000    31.32     0.60     0.60
  7.24050    31.33     0.60     0.60
  7.24100    31.36     0.60     0.60
  7.24150    31.40     0.60     0.60
  7.24200    31.44     0.60     0.60
  7.24250    31.49     0.60     0.60
  7.24300    31.54     0.62     0.62
  7.24350    31.57     0.62     0.62
  7.24400    31.59     0.62     0.62
  7.24450    31.58     0.62     0.62
  7.24500    31.56     0.62     0.62
  7.24550    31.52     0.62     0.62
  7.24600    31.47     0.62     0.62
  7.24650    31.44     0.62     0.62
  7.24700    31.39     0.62     0.62
  7.24750    31.37     0.62     0.62
  7.24800    31.37     0.62     0.62
  7.24850    31.39     0.62     0.62
  7.24900    31.44     0.62     0.62
  7.24950    31.51     0.62     0.62
  7.25000    31.60     0.62     0.62
  7.25050    31.71     0.62     0.62
  7.25100    31.84     0.62     0.62
  7.25150    31.97     0.62     0.62
  7.25200    32.10     0.62     0.62
  7.25250    32.22     0.62     0.62
  7.25300    32.33     0.62     0.62
  7.25350    32.40     0.63     0.63
  7.25400    32.46     0.63     0.63
  7.25450    32.51     0.63     0.63
  7.25500    32.53     0.63     0.63
  7.25550    32.55     0.63     0.63
  7.25600    32.56     0.63     0.63
  7.25650    32.55     0.63     0.63
  7.25700    32.56     0.63     0.63
  7.25750    32.55     0.63     0.63
  7.25800    32.54     0.63     0.63
  7.25850    32.53     0.63     0.63
  7.25900    32.52     0.63     0.63
  7.25950    32.53     0.63     0.63
  7.26000    32.52     0.63     0.63
  7.26050    32.53     0.63     0.63
  7.26100    32.55     0.63     0.63
  7.26150    32.58     0.63     0.63
  7.26200    32.63     0.63     0.63
  7.26250    32.68     0.63     0.63
  7.26300    32.74     0.63     0.63
  7.26350    32.80     0.65     0.65
  7.26400    32.88     0.65     0.65
  7.26450    32.94     0.65     0.65
  7.26500    32.99     0.65     0.65
  7.26550    33.04     0.65     0.65
  7.26600    33.07     0.65     0.65
  7.26650    33.11     0.65     0.65
  7.26700    33.11     0.65     0.65
  7.26750    33.12     0.65     0.65
  7.26800    33.11     0.65     0.65
  7.26850    33.10     0.65     0.65
  7.26900    33.08     0.65     0.65
  7.26950    33.07     0.65     0.65
  7.27000    33.05     0.65     0.65
  7.27050    33.04     0.65     0.65
  7.27100    33.03     0.65     0.65
  7.27150    33.02     0.65     0.65
  7.27200    33.03     0.65     0.65
  7.27250    33.05     0.66     0.66
  7.27300    33.07     0.66     0.66
  7.27350    33.10     0.66     0.66
  7.27400    33.14     0.66     0.66
  7.27450    33.17     0.66     0.66
  7.27500    33.22     0.67     0.67
  7.27550    33.26     0.67     0.67
  7.27600    33.30     0.67     0.67
  7.27650    33.34     0.67     0.67
  7.27700    33.37     0.67     0.67
  7.27750    33.39     0.67     0.67
  7.27800    33.40     0.67     0.67
  7.27850    33.41     0.67     0.67
  7.27900    33.41     0.67     0.67
  7.27950    33.39     0.67     0.67
  7.28000    33.38     0.67     0.67
  7.28050    33.37     0.67     0.67
  7.28100    33.37     0.67     0.67
  7.28150    33.36     0.68     0.68
  7.28200    33.36     0.68     0.68
  7.28250    33.35     0.68     0.68
  7.28300    33.36     0.68     0.68
  7.28350    33.37     0.68     0.68
  7.28400    33.39     0.68     0.68
  7.28450    33.41     0.68     0.68
  7.28500    33.41     0.68     0.68
  7.28550    33.43     0.68     0.68
  7.28600    33.44     0.68     0.68
  7.28650    33.45     0.68     0.68
  7.28700    33.44     0.68     0.68
  7.28750    33.41     0.68     0.68
  7.28800    33.39     0.68     0.68
  7.28850    33.37     0.68     0.68
  7.28900    33.35     0.68     0.68
  7.28950    33.33     0.68     0.68
  7.29000    33.32     0.70     0.70
  7.29050    33.31     0.70     0.70
  7.29100    33.31     0.70     0.70
  7.29150    33.34     0.70     0.70
  7.29200    33.36     0.70     0.70
  7.29250    33.38     0.70     0.70
  7.29300    33.41     0.70     0.70
  7.29350    33.44     0.70     0.70
  7.29400    33.48     0.70     0.70
  7.29450    33.51     0.70     0.70
  7.29500    33.56     0.70     0.70
  7.29550    33.61     0.70     0.70
  7.29600    33.66     0.70     0.70
  7.29650    33.72     0.70     0.70
  7.29700    33.79     0.70     0.70
  7.29750    33.84     0.70     0.70
  7.29800    33.90     0.71     0.71
  7.29850    33.96     0.71     0.71
  7.29900    34.04     0.71     0.71
  7.29950    34.13     0.71     0.71
  7.30000    34.22     0.71     0.71
  7.30050    34.33     0.71     0.71
  7.30100    34.45     0.71     0.71
  7.30150    34.57     0.71     0.71
  7.30200    34.68     0.71     0.71
  7.30250    34.77     0.71     0.71
  7.30300    34.86     0.71     0.71
  7.30350    34.94     0.71     0.71
  7.30400    34.97     0.71     0.71
  7.30450    34.99     0.72     0.72
  7.30500    35.00     0.72     0.72
  7.30550    34.98     0.72     0.72
  7.30600    34.94     0.73     0.73
  7.30650    34.89     0.73     0.73
  7.30700    34.82     0.73     0.73
  7.30750    34.77     0.73     0.73
  7.30800    34.72     0.73     0.73
  7.30850    34.69     0.73     0.73
  7.30900    34.66     0.73     0.73
  7.30950    34.68     0.73     0.73
  7.31000    34.72     0.73     0.73
  7.31050    34.78     0.73     0.73
  7.31100    34.87     0.73     0.73
  7.31150    34.98     0.73     0.73
  7.31200    35.10     0.73     0.73
  7.31250    35.22     0.73     0.73
  7.31300    35.33     0.75     0.75
  7.31350    35.42     0.75     0.75
  7.31400    35.50     0.75     0.75
  7.31450    35.55     0.75     0.75
  7.31500    35.58     0.75     0.75
  7.31550    35.61     0.75     0.75
  7.31600    35.61     0.75     0.75
  7.31650    35.62     0.75     0.75
  7.31700    35.61     0.75     0.75
  7.31750    35.60     0.75     0.75
  7.31800    35.58     0.75     0.75
  7.31850    35.57     0.75     0.75
  7.31900    35.58     0.75     0.75
  7.31950    35.58     0.75     0.75
  7.32000    35.62     0.76     0.76
  7.32050    35.66     0.76     0.76
  7.32100    35.72     0.76     0.76
  7.32150    35.77     0.76     0.76
  7.32200    35.85     0.76     0.76
  7.32250    35.91     0.76     0.76
  7.32300    35.98     0.76     0.76
  7.32350    36.02     0.76     0.76
  7.32400    36.07     0.76     0.76
  7.32450    36.10     0.76     0.76
  7.32500    36.10     0.76     0.76
  7.32550    36.11     0.76     0.76
  7.32600    36.10     0.76     0.76
  7.32650    36.08     0.78     0.78
  7.32700    36.07     0.78     0.78
  7.32750    36.03     0.78     0.78
  7.32800    36.03     0.78     0.78
  7.32850    36.00     0.78     0.78
  7.32900    36.01     0.78     0.78
  7.32950    36.03     0.78     0.78
  7.33000    36.08     0.78     0.78
  7.33050    36.13     0.78     0.78
  7.33100    36.22     0.78     0.78
  7.33150    36.32     0.78     0.78
  7.33200    36.41     0.78     0.78
  7.33250    36.50     0.79     0.79
  7.33300    36.60     0.79     0.79
  7.33350    36.67     0.79     0.79
  7.33400    36.72     0.79     0.79
  7.33450    36.77     0.80     0.80
  7.33500    36.81     0.80     0.80
  7.33550    36.83     0.80     0.80
  7.33600    36.84     0.80     0.80
  7.33650    36.84     0.80     0.80
  7.33700    36.85     0.80     0.80
  7.33750    36.84     0.80     0.80
  7.33800    36.85     0.80     0.80
  7.33850    36.86     0.81     0.81
  7.33900    36.88     0.81     0.81
  7.33950    36.91     0.81     0.81
  7.34000    36.96     0.81     0.81
  7.34050    37.04     0.81     0.81
  7.34100    37.12     0.81     0.81
  7.34150    37.23     0.81     0.81
  7.34200    37.35     0.81     0.81
  7.34250    37.50     0.81     0.81
  7.34300    37.64     0.81     0.81
  7.34350    37.81     0.81     0.81
  7.34400    37.96     0.83     0.83
  7.34450    38.10     0.83     0.83
  7.34500    38.22     0.83     0.83
  7.34550    38.33     0.83     0.83
  7.34600    38.42     0.83     0.83
  7.34650    38.49     0.83     0.83
  7.34700    38.54     0.83     0.83
  7.34750    38.59     0.83     0.83
  7.34800    38.64     0.83     0.83
  7.34850    38.69     0.83     0.83
  7.34900    38.75     0.84     0.84
  7.34950    38.83     0.84     0.84
  7.35000    38.93     0.84     0.84
  7.35050    39.02     0.84     0.84
  7.35100    39.12     0.84     0.84
  7.35150    39.19     0.84     0.84
  7.35200    39.29     0.84     0.84
  7.35250    39.37     0.84     0.84
  7.35300    39.43     0.84     0.84
  7.35350    39.48     0.84     0.84
  7.35400    39.54     0.86     0.86
  7.35450    39.57     0.86     0.86
  7.35500    39.59     0.86     0.86
  7.35550    39.61     0.86     0.86
  7.35600    39.64     0.86     0.86
  7.35650    39.66     0.86     0.86
  7.35700    39.68     0.86     0.86
  7.35750    39.72     0.86     0.86
  7.35800    39.75     0.86     0.86
  7.35850    39.82     0.87     0.87
  7.35900    39.90     0.87     0.87
  7.35950    39.99     0.88     0.88
  7.36000    40.12     0.88     0.88
  7.36050    40.25     0.88     0.88
  7.36100    40.41     0.88     0.88
  7.36150    40.56     0.88     0.88
  7.36200    40.70     0.88     0.88
  7.36250    40.84     0.88     0.88
  7.36300    40.96     0.89     0.89
  7.36350    41.04     0.89     0.89
  7.36400    41.12     0.89     0.89
  7.36450    41.17     0.89     0.89
  7.36500    41.20     0.89     0.89
  7.36550    41.20     0.89     0.89
  7.36600    41.20     0.89     0.89
  7.36650    41.19     0.89     0.89
  7.36700    41.18     0.89     0.89
  7.36750    41.17     0.91     0.91
  7.36800    41.20     0.91     0.91
  7.36850    41.23     0.91     0.91
  7.36900    41.30     0.91     0.91
  7.36950    41.41     0.91     0.91
  7.37000    41.53     0.91     0.91
  7.37050    41.69     0.91     0.91
  7.37100    41.87     0.91     0.91
  7.37150    42.05     0.92     0.92
  7.37200    42.22     0.92     0.92
  7.37250    42.39     0.92     0.92
  7.37300    42.54     0.92     0.92
  7.37350    42.68     0.92     0.92
  7.37400    42.81     0.92     0.92
  7.37450    42.93     0.92     0.92
  7.37500    43.03     0.92     0.92
  7.37550    43.13     0.94     0.94
  7.37600    43.21     0.94     0.94
  7.37650    43.29     0.94     0.94
  7.37700    43.35     0.94     0.94
